plz_code,mean_ndvi
52076,0.2831342252349747
52074,0.2829467001703744
52080,0.2398796295166843
52078,0.2303409670650326
52072,0.2299447531747412
52066,0.2072449875138453
52070,0.2009260314387747
52068,0.1458912153618275
52064,0.1350379815970025
52062,0.0991578319467241
